epoch,lr,train_mse,train_ade,val_mse,val_ade,acc@2,acc@5,acc@10
26,0.00010000,1037.207786,43.322355,1037.326028,43.385601,0.000000,0.000000,0.334821
27,0.00010000,999.881191,42.464623,1000.616377,42.539102,0.000000,0.000000,0.334821
28,0.00010000,964.246333,41.620257,964.810706,41.698231,0.000000,0.000000,0.334821
29,0.00010000,929.398359,40.781677,929.901550,40.862509,0.000000,0.000000,0.279018
30,0.00010000,894.999965,39.941576,895.865067,40.031477,0.000000,0.000000,0.558036
31,0.00010000,862.200903,39.119567,862.698303,39.205544,0.000000,0.000000,0.613839
32,0.00010000,830.167196,38.303363,830.399070,38.385081,0.000000,0.000000,0.781250
33,0.00010000,798.602882,37.481797,798.949993,37.569885,0.000000,0.000000,0.892857
34,0.00010000,767.659396,36.659514,768.337936,36.759705,0.000000,0.000000,1.562500
35,0.00010000,737.848560,35.846635,738.265451,35.944374,0.000000,0.000000,1.897321
36,0.00010000,708.365893,35.026574,707.859811,35.104806,0.000000,0.111607,2.232143
37,0.00010000,678.695935,34.188651,678.582029,34.279678,0.000000,0.223214,2.455357
38,0.00010000,650.266649,33.364119,650.611148,33.474738,0.000000,0.446429,2.901786
39,0.00010000,623.535926,32.573203,623.665059,32.683184,0.000000,0.613839,3.404018
40,0.00010000,597.140878,31.777085,597.676477,31.904078,0.055804,1.171875,4.073661
41,0.00010000,572.337815,31.011769,572.576269,31.133947,0.167411,1.339286,4.966518
42,0.00010000,547.946139,30.243659,548.377562,30.378143,0.334821,1.506696,5.803571
43,0.00010000,524.789449,29.503634,524.966945,29.628084,0.613839,1.674107,6.194196
44,0.00010000,502.318879,28.767020,502.417682,28.890953,0.837054,1.729911,6.975446
45,0.00010000,480.394864,28.034626,480.747474,28.173432,0.892857,2.176339,7.756696
46,0.00010000,459.833384,27.337603,459.934721,27.473466,0.892857,2.511161,9.281994
47,0.00010000,439.622914,26.638118,439.916928,26.788573,0.837054,2.957589,10.174851
48,0.00010000,420.712910,25.973168,420.777419,26.118954,1.227679,3.515625,11.067708
49,0.00010000,402.263222,25.309278,402.384252,25.464635,1.116071,3.738839,11.737351
50,0.00010000,384.732097,24.666639,384.905591,24.831220,0.669643,3.906250,12.351190
51,0.00010000,367.993813,24.040272,368.166381,24.208201,1.227679,4.575893,13.299851
52,0.00010000,352.183857,23.437319,352.240751,23.605064,1.618304,5.487351,14.192708
53,0.00010000,336.971145,22.851892,337.054784,23.020401,1.674107,6.045387,14.694940
54,0.00010000,322.573606,22.279733,322.628444,22.453506,1.953125,6.547619,15.085565
55,0.00010000,308.848157,21.727329,308.816739,21.901548,2.473958,7.161458,15.866815
56,0.00010000,295.619869,21.184240,295.785677,21.374818,2.641369,7.384673,17.168899
57,0.00010000,283.734942,20.689252,283.673249,20.876765,2.697173,8.333333,17.950149
58,0.00010000,272.004629,20.192842,272.042129,20.385369,2.808780,8.891369,19.066220
59,0.00010000,261.078995,19.714766,260.982514,19.916286,3.255208,8.947173,19.903274
60,0.00010000,250.442113,19.242849,250.350340,19.445734,3.534226,9.114583,20.796131
61,0.00010000,240.489993,18.794013,240.615307,19.015168,3.701637,9.505208,22.247024
62,0.00010000,231.364513,18.374127,231.382779,18.597140,4.036458,9.728423,23.084077
63,0.00010000,222.908863,17.980873,222.838700,18.201899,4.259673,10.174851,24.088542
64,0.00010000,214.755561,17.592892,214.818138,17.829528,4.259673,10.677083,25.204613
65,0.00010000,207.434249,17.241902,207.582106,17.481641,4.538690,11.514137,26.320685
66,0.00010000,200.582297,16.907234,200.628084,17.142220,4.650298,12.127976,27.957589
67,0.00010000,193.933525,16.572036,193.816444,16.803872,4.706101,12.797619,29.073661
68,0.00010000,187.499177,16.240918,187.465507,16.479679,5.208333,13.634673,29.966518
69,0.00010000,181.589962,15.936990,181.464747,16.172830,5.487351,14.192708,31.250000
70,0.00010000,176.013221,15.643512,175.946048,15.883931,5.598958,14.527530,32.254464
71,0.00010000,170.616115,15.350847,170.153536,15.576885,6.045387,15.364583,33.426339
72,0.00010000,164.629763,15.009804,163.940817,15.217030,6.380208,16.201637,34.877232
73,0.00010000,159.288550,14.703723,158.964867,14.940407,6.584821,17.317708,35.435268
74,0.00010000,154.732068,14.442213,154.273818,14.677625,6.919643,18.340774,36.607143
75,0.00010000,150.233350,14.183981,149.778129,14.420196,7.366071,19.177827,37.444196
76,0.00010000,145.961999,13.936037,145.383954,14.165427,7.310268,19.959077,38.058036
77,0.00010000,141.726241,13.690364,141.142273,13.917876,7.310268,20.349702,39.174107
78,0.00010000,137.905279,13.462798,137.207632,13.687203,7.421875,21.130952,40.513393
79,0.00010000,134.123525,13.234772,133.506868,13.461368,7.812500,21.298363,41.127232
80,0.00010000,130.687068,13.025074,130.109914,13.257018,7.812500,22.414435,42.020089
81,0.00010000,127.455232,12.821671,126.650336,13.042679,8.928571,23.084077,43.359375
82,0.00010000,124.126562,12.615059,123.361676,12.848588,8.314732,23.809524,44.419643
83,0.00010000,120.951798,12.418235,120.078547,12.629506,9.337798,24.088542,45.256696
84,0.00010000,117.995346,12.218924,116.966199,12.428791,9.393601,24.925595,46.093750
85,0.00010000,114.995931,12.026323,114.000468,12.236353,9.709821,25.985863,46.875000
86,0.00010000,112.255559,11.842923,111.238807,12.052256,10.267857,26.767113,47.377232
87,0.00010000,109.539374,11.662962,108.428093,11.869490,10.825893,27.492560,48.325893
88,0.00010000,106.831132,11.477481,105.711408,11.682713,11.328125,28.218006,49.460566
89,0.00010000,104.229401,11.297942,103.108061,11.501522,11.941964,28.887649,50.241816
90,0.00010000,101.673893,11.118682,100.438123,11.317196,12.165179,29.557292,51.190476
91,0.00010000,99.298298,10.952253,98.027214,11.144970,13.392857,30.059524,52.306548
92,0.00010000,96.863870,10.781090,95.516017,10.967711,12.723214,30.729167,53.664434
93,0.00010000,94.474053,10.602952,93.058075,10.791833,13.504464,31.510417,54.557292
94,0.00010000,92.129858,10.437476,90.651805,10.615752,13.895089,32.570685,55.803571
95,0.00010000,89.869095,10.271200,88.426808,10.446442,14.787946,33.575149,56.529018
96,0.00010000,87.699218,10.105772,86.021656,10.264605,14.955357,34.468006,57.087054
97,0.00010000,85.452593,9.936929,83.881997,10.103313,14.676339,35.416667,57.700893
98,0.00010000,83.387841,9.775520,81.719958,9.939234,16.071429,35.918899,58.370536
99,0.00010000,81.258983,9.611321,79.598709,9.767515,16.927083,36.867560,59.616815
100,0.00010000,79.163929,9.447712,77.413849,9.588147,17.987351,37.593006,60.342262
