epoch,train_loss,train_mse,train_ade,val_mse,val_ade,val_acc@0.5,val_acc@1.0,val_acc@2.0,val_acc@4.0
53,0.15243547172540456,2.2541818618774414,1.028613805770874,1.1945189237594604,0.669934868812561,0.6444490949042586,0.8752746677827771,0.9532280004185414,0.9750967876948833
54,0.1514031489504807,2.2467167377471924,1.0482983589172363,1.1927566528320312,0.6887586712837219,0.6412053991838443,0.8680548289212096,0.9534372711101811,0.9749921523490636
55,0.15072891368201716,2.2312417030334473,1.0265955924987793,1.1846723556518555,0.6692573428153992,0.6609814795437899,0.8700429004917861,0.9534372711101811,0.9749921523490636
56,0.15028894661151948,2.2257370948791504,1.0413405895233154,1.184123158454895,0.6786113381385803,0.6377524327717903,0.8653343099298944,0.9532280004185414,0.9749921523490636
57,0.14965908488824,2.2143726348876953,1.0201064348220825,1.1756314039230347,0.6651858687400818,0.6486345087370514,0.8732865962122005,0.9541697185309197,0.9749921523490636
58,0.14901852105461544,2.2096481323242188,1.0260556936264038,1.175014615058899,0.6744235157966614,0.6422517526420425,0.8774720100449932,0.9542743538767395,0.9750967876948833
59,0.14894926268144035,2.1984548568725586,1.019761323928833,1.1669083833694458,0.665917694568634,0.6505179449618081,0.8753793031285968,0.9540650831851,0.9754106937323428
60,0.1483429093006535,2.197814702987671,1.0378220081329346,1.169819951057434,0.6985557079315186,0.6239405671235744,0.8667992047713717,0.954588259914199,0.9754106937323428
61,0.14750083832450173,2.1840736865997314,1.0076957941055298,1.1555559635162354,0.6537443995475769,0.6742701684629068,0.8756932091660563,0.9553207073349378,0.975829235115622
62,0.14712400419350288,2.1776602268218994,1.030013084411621,1.1660503149032593,0.6852334141731262,0.636810714659412,0.8691011823794078,0.9538558124934603,0.9755153290781626
63,0.14726796299589806,2.1752877235412598,1.0246541500091553,1.1672073602676392,0.6840083003044128,0.6288584283771058,0.8720309720623627,0.9541697185309197,0.9757245997698022
64,0.14599207164117353,2.1614980697631836,1.0110267400741577,1.161055564880371,0.6647087335586548,0.6490530501203307,0.8731819608663807,0.9533326357643612,0.9755153290781626
65,0.14566390698228904,2.155468225479126,1.0067963600158691,1.1544002294540405,0.6589027047157288,0.6671549649471592,0.8771581040075337,0.9538558124934603,0.975306058386523
66,0.14502454882682259,2.148538112640381,1.0073657035827637,1.1539629697799683,0.6626529693603516,0.6539709113738621,0.8768441979700743,0.9541697185309197,0.9755153290781626
67,0.14451301153471222,2.140395402908325,0.9936721324920654,1.1523823738098145,0.6586681604385376,0.6558543475986188,0.8767395626242545,0.9537511771476405,0.9754106937323428
68,0.14409748959674765,2.134239435195923,0.9890329837799072,1.136839509010315,0.6482608318328857,0.6793973004080779,0.8809249764570471,0.9543789892225594,0.975829235115622
69,0.14446273568406034,2.128537893295288,0.9886752963066101,1.1380324363708496,0.6485663056373596,0.6653761640682222,0.8795647169613896,0.9542743538767395,0.9759338704614419
70,0.14385895977788304,2.1245193481445312,0.99311763048172,1.139149785041809,0.6578294634819031,0.658574866589934,0.8767395626242545,0.9544836245683792,0.9762477764989014
71,0.1433133773913431,2.119234561920166,0.996199905872345,1.1485458612442017,0.6686596870422363,0.6480066966621325,0.878204457465732,0.9535419064560008,0.9757245997698022
72,0.1429867378218257,2.114123821258545,0.9859296679496765,1.1365983486175537,0.65438312292099,0.6803390185204562,0.8834362247567228,0.9542743538767395,0.9761431411530815
73,0.14224664014370286,2.107762575149536,0.9809181094169617,1.1287637948989868,0.646403431892395,0.6822224547452129,0.8823898712985246,0.9543789892225594,0.9760385058072617
74,0.14173384728049165,2.0979743003845215,0.9809097051620483,1.1388721466064453,0.6509892344474792,0.6687244951344564,0.876425656586795,0.9535419064560008,0.9756199644239825
75,0.14175436182401666,2.0989928245544434,0.9865292906761169,1.1430646181106567,0.6625277996063232,0.6535523699905829,0.8813435178403265,0.9535419064560008,0.9757245997698022
76,0.14101939429691182,2.0888278484344482,0.9768960475921631,1.1306227445602417,0.6533427238464355,0.6600397614314115,0.8757978445118761,0.9538558124934603,0.9762477764989014
77,0.14062960792462625,2.0850822925567627,0.9827086925506592,1.1261125802993774,0.6489642858505249,0.6668410589096997,0.8697289944543267,0.9534372711101811,0.9762477764989014
78,0.14042998099727416,2.0837113857269287,0.9859516024589539,1.123108148574829,0.6618366241455078,0.652296745840745,0.8783090928115518,0.9539604478392801,0.97698022391964
79,0.13992292237519033,2.0716960430145264,0.9719551205635071,1.1238094568252563,0.6452232599258423,0.6584702312441143,0.8730773255205608,0.9534372711101811,0.9765616825363608
80,0.13975496907065163,2.0655405521392822,0.9607437252998352,1.1142748594284058,0.6282708644866943,0.6841058909699697,0.8823898712985246,0.9536465418018206,0.9766663178821806
81,0.13971813371525474,2.063880443572998,0.9726071953773499,1.1247034072875977,0.6485270857810974,0.6676781416762583,0.8777859160824526,0.9535419064560008,0.97698022391964
82,0.13869105978169252,2.063870668411255,0.9603819847106934,1.1167638301849365,0.6422905921936035,0.6709218373966725,0.8849011195982003,0.9544836245683792,0.9771894946112797
83,0.13887542211890813,2.054348945617676,0.9630536437034607,1.117551326751709,0.6378123164176941,0.6708172020508528,0.8842733075232814,0.9543789892225594,0.9773987653029194
84,0.1381179784883314,2.048724889755249,0.9670512676239014,1.124024510383606,0.6536842584609985,0.6583655958982945,0.8760071152035157,0.9535419064560008,0.9777126713403788
85,0.13766965283942756,2.048306941986084,0.9639458060264587,1.1124112606048584,0.6457456350326538,0.6655854347598619,0.8799832583446688,0.9554253426807575,0.9777126713403788
86,0.13774824246245237,2.036738634109497,0.9418759346008301,1.0998413562774658,0.615985631942749,0.6875588573820236,0.8837501307941823,0.9554253426807575,0.9782358480694778
87,0.1377202807670802,2.034543991088867,0.9477860331535339,1.1086435317993164,0.6329253911972046,0.6762582400334833,0.8842733075232814,0.9547975306058386,0.9781312127236581
88,0.13749663770866039,2.031791925430298,0.9549850821495056,1.10425865650177,0.640749990940094,0.6780370409124202,0.8863660144396778,0.9544836245683792,0.9782358480694778
89,0.13655757129340623,2.023606300354004,0.9444886445999146,1.1066564321517944,0.628571093082428,0.6737469917338077,0.882703777335984,0.9549021659516584,0.9779219420320184
90,0.13680518894868704,2.0185890197753906,0.939177393913269,1.0959469079971313,0.6214681267738342,0.6837919849325103,0.8816574238777859,0.9560531547556764,0.9785497541069373
91,0.13662563914905734,2.018653631210327,0.9435011744499207,1.0998857021331787,0.6274331212043762,0.6790833943706184,0.885633567018939,0.9554253426807575,0.9784451187611175
92,0.13610735574542587,2.012061595916748,0.9355838298797607,1.0966542959213257,0.6191327571868896,0.6976038505807262,0.8835408601025426,0.955739248718217,0.9784451187611175
93,0.13560397007423847,2.0067100524902344,0.9346948862075806,1.101576566696167,0.6264829039573669,0.6744794391545464,0.8807157057654076,0.9554253426807575,0.9786543894527572
94,0.13531545734968944,2.0043210983276367,0.9334352016448975,1.0919405221939087,0.6215124726295471,0.6832688082034111,0.8836454954483625,0.9561577901014963,0.9789682954902166
95,0.13506462050611107,1.999170184135437,0.9270835518836975,1.093551754951477,0.6196866631507874,0.6861985978863661,0.8857382023647589,0.9546928952600189,0.9788636601443967
96,0.13489021025412712,2.000382423400879,0.9432182312011719,1.1000299453735352,0.641592800617218,0.668410589096997,0.8846918489065606,0.9556346133723972,0.9787590247985769
97,0.13441946461277815,1.9926661252975464,0.9368634819984436,1.0933843851089478,0.6274001002311707,0.6774092288375013,0.8812388824945067,0.9553207073349378,0.9790729308360364
98,0.13424137203180375,1.9869794845581055,0.9235060811042786,1.0845494270324707,0.6168316006660461,0.6917442712148164,0.8846918489065606,0.9555299780265774,0.9791775661818563
99,0.13362038070660326,1.984147548675537,0.9175502061843872,1.0918550491333008,0.6045920252799988,0.7011614523385999,0.890237522235011,0.9547975306058386,0.9787590247985769
100,0.13390436218078458,1.9803332090377808,0.9172474145889282,1.0875869989395142,0.6104758977890015,0.694883331589411,0.8876216385895156,0.9561577901014963,0.9790729308360364
