epoch,train_mse,train_ade,train_acc@0.5,train_acc@1.0,train_acc@2.0,train_acc@4.0,val_mse,val_ade,val_acc@0.5,val_acc@1.0,val_acc@2.0,val_acc@4.0
27,3.2584000182326585,1.5663513642096738,0.35058883170017197,0.5464046171109067,0.7525542037588556,0.9108953361317104,1.6669562820287083,0.9870841956056285,0.4928324788955386,0.7237626870575092,0.8968295491900519,0.9655749712315167
28,3.1864639588700983,1.531316112363753,0.36045468723303514,0.5562509749055076,0.7643308376507275,0.9144829199347959,1.6501635408456372,0.9899187869228329,0.45788427339171944,0.7342262216270176,0.9021659518143891,0.966516689343895
29,3.1218873014168924,1.4969419363675187,0.36907268756359346,0.5707182966403964,0.7753470596945838,0.917602558066071,1.638764157596587,0.9838133371186902,0.44354923102064114,0.7393533535721887,0.9062467302951251,0.9674584074500366
30,3.0649947372432655,1.4681548061840919,0.3751754796536585,0.5812860707692992,0.7838285758573056,0.9203322414506934,1.6188409557848455,0.9501047492513749,0.47211468041074117,0.7490844409797834,0.909385790663483,0.967249136758397
31,3.0111760942152372,1.4363142306078356,0.3892333489082808,0.592068320028385,0.7922321010483834,0.9230034316484204,1.5798951948089457,0.9052381445651301,0.5312336508238853,0.7559903735575397,0.9135712044900389,0.9676676781416763
32,2.969840988467997,1.4186572112413822,0.38915535799706896,0.5994774605680825,0.798003431592637,0.9245437529525524,1.5690869314096532,0.8992232523216941,0.5336402637839779,0.7624777649983684,0.9156639114064353,0.967772313487496
33,2.930055118205859,1.3930456346030764,0.40173139916234635,0.6102987053966656,0.8035797847635641,0.9262010607234477,1.5666108129662402,0.9055538709984173,0.5076906980081896,0.7669770851087355,0.9185937010831534,0.9682954902165951
34,2.8952518880990192,1.3747374579865927,0.40648884729836254,0.6186047418964317,0.8084932147498957,0.9278583684757484,1.5402166320774437,0.8797291890963908,0.5446269751075322,0.7790101498842514,0.9207910433391329,0.9679815841791357
35,2.8659910892030784,1.3617788405597646,0.40656683822352024,0.6241031040492286,0.8128607081578537,0.9291062236501616,1.5455281233530582,0.8915219418957878,0.5181542326088816,0.7738830179328435,0.9216281261056914,0.9685047609082348
36,2.834632492534011,1.3429197914197615,0.4162572141678057,0.629153018287072,0.8169357354174983,0.9301591015256264,1.5231833824168892,0.8647856991124151,0.5435806216368606,0.7879041542539889,0.9250810925052719,0.9685047609082348
37,2.807796099390111,1.3243682514466468,0.4240758072156613,0.6391943534921882,0.8212642333954178,0.9316994228390557,1.5003808641129361,0.8387235267224441,0.5741341426162474,0.7896829551391625,0.9270691640633749,0.9691325729831537
38,2.7826932194154472,1.3138241602299348,0.4245047574667305,0.6416510684667596,0.8236429573704535,0.9323428482667944,1.4887259782227535,0.8313495533553903,0.5740295072641909,0.8009835724814661,0.9290572356277147,0.9688186669456943
39,2.7605020813219747,1.2998504242795137,0.43175791606314,0.649079706735422,0.8270550615849611,0.933200748741041,1.4865679725438614,0.8475207390116138,0.5627288899218873,0.7978445121068716,0.9303128597775525,0.9693418436747934
40,2.740012469631594,1.2931250580534923,0.4310364997753244,0.6524918109313353,0.8293752924195877,0.9334932148149765,1.4702091114945375,0.8154444679301367,0.579156639184415,0.8034948207811418,0.9316731192732102,0.9695511143664329
41,2.7175279973431286,1.2805000001936802,0.4373537669723295,0.6566838246856348,0.831793011982715,0.934370613008891,1.46182182999701,0.8145025543392209,0.579365909863581,0.8075755992681146,0.9344982735978717,0.9698650204038924
42,2.703747193650808,1.2813829263162917,0.42920371236006793,0.6581071595323009,0.834191233844769,0.9347995632599602,1.4603171345889974,0.8287601285216772,0.5602176415847911,0.8075755992681146,0.9336611908250765,0.9698650204038924
43,2.6822505906524086,1.2649478437078294,0.4394790204475756,0.6635275308157237,0.8364529714925002,0.9351310247918259,1.4589541164778685,0.8398454111715334,0.5406508319227219,0.8113424717113914,0.9353353563581935,0.9701789264413518
44,2.6616826638326017,1.2496451235769543,0.4501247855202305,0.6680120105974724,0.8381492746748394,0.9357939478555571,1.4479010643177705,0.8290005776003289,0.5401276551686758,0.8111332010072783,0.9365909805080314,0.9703881971329915
45,2.6460230198019548,1.2448673675778392,0.4504367493556714,0.6708001871968818,0.8399625643890225,0.9359499297988451,1.4234370412194879,0.783529844327216,0.602071779918955,0.8192947579936976,0.9374280632745899,0.9702835617871717
46,2.6292505456177384,1.232695670362903,0.45687100297295347,0.6751676805490563,0.8420488223830952,0.9364178755729252,1.4203386372310964,0.7838650209404527,0.5984095427903144,0.8241079838826989,0.9379512399974522,0.9702835617871717
47,2.6144910829615022,1.2299387352623892,0.4570464826545037,0.6769809701888615,0.8434136640242715,0.9368468257682109,1.414401420529597,0.7950433768636825,0.6064664644433874,0.8244218899326319,0.9382651460349117,0.9703881971329915
48,2.6018114961303724,1.226614780943696,0.4546287630402415,0.6788137576320097,0.8454024333084379,0.9369248167677465,1.4040939468612503,0.7798704399378514,0.61818562315026,0.8289212097966473,0.9391022287952335,0.9703881971329915
49,2.5852982909012616,1.2126559060554463,0.4637537045795671,0.6836881921325193,0.8475471845544866,0.9378607081578537,1.4019624207562902,0.7739362346773007,0.5958982944906388,0.823584807147363,0.9388929581035939,0.9705974678246312
50,2.570737168376484,1.2062575739011288,0.46617142412874857,0.6860864139666816,0.8488730307377328,0.9379971923535819,1.4286447609644675,0.8593534943922002,0.49042586589802556,0.8142722613569258,0.9392068641410533,0.9708067385162708
51,2.5590660830143555,1.2016164529269653,0.4693495554236759,0.6884456402592383,0.8505888317048206,0.9381531742596808,1.3839689356719174,0.7702615326314314,0.603850580772945,0.8301768339340115,0.9394161348326929,0.9703881971329915
52,2.544985470729394,1.1953527146244063,0.4703634378179673,0.6909413507940095,0.8513687412074233,0.938484635810141,1.3986525520989495,0.7960813942596205,0.5844930418149888,0.8276655856530462,0.9386836874119542,0.970702103170451
53,2.530420175377431,1.1873871694394345,0.4747504289502418,0.6922476992203989,0.8533965059867089,0.9390890656218962,1.3907140730327177,0.7941732692446584,0.5657633148633474,0.8281887623509615,0.9399393115493185,0.9708067385162708
54,2.522800827004054,1.1887288338084467,0.4689596007049149,0.6956598034813928,0.854390890628792,0.9393815317888041,1.3668056996319975,0.7555821476477116,0.6183948938294261,0.8354086012187657,0.9405671236242374,0.9708067385162708
55,2.5077373609214098,1.177306684944154,0.4771681484808287,0.6992863827331114,0.8552877866167524,0.9396155045735745,1.3930451851753283,0.8368591485480528,0.5252694360747352,0.820027205370779,0.939625405511859,0.9710160092079104
56,2.494461817072736,1.1695833936196522,0.4820815785415383,0.6997543285071914,0.8566136328092958,0.9399274684601503,1.3719862092922108,0.77765412332249,0.5839698650484693,0.8297582925382588,0.94098566500128,0.9710160092079104
57,2.485729143932297,1.1679742031137577,0.4803657775651533,0.7026984869848081,0.8580564654035215,0.9402199345154911,1.3509230651815054,0.7540649612715544,0.6097101601263812,0.834990059823013,0.9411949356991564,0.9710160092079104
58,2.472720220929058,1.1605925334074478,0.4851427234673236,0.7049017314270495,0.8589923569051956,0.9402199344783022,1.3550055244545989,0.7715228579964138,0.5881552788937355,0.834990059823013,0.9422412891573545,0.9710160092079104
59,2.4621055722701497,1.1571311910612463,0.48574715330232193,0.7070074871500872,0.8599477460614569,0.9407268756917181,1.3501248664220806,0.7471914696147081,0.6208015067770452,0.8373966727768688,0.9411949356991564,0.9711206445537303
60,2.4495948670044685,1.148884561258589,0.48771642488541495,0.709249727059556,0.8612150990856994,0.9408243644202189,1.3339267683612934,0.7524280288459692,0.6108611489054522,0.8368734960352961,0.941404206390796,0.9714345505911897
61,2.441412564912688,1.1485315807485632,0.4887303073308412,0.7097566682636747,0.8620924972238304,0.9411168304569654,1.3452310581498905,0.7671450279778587,0.5947473056429635,0.8391754736495689,0.9425551951636302,0.9713299152453699
62,2.428895739083951,1.1380184463955574,0.49311729840733226,0.7125448447887062,0.8628529090160625,0.9414872874746529,1.3331110694112296,0.7611187152424979,0.5994558962422758,0.8362456839853243,0.9422412891511178,0.9711206445537303
63,2.4237656967072048,1.1430572720032144,0.4877944158105727,0.7110435189610989,0.8634378412011223,0.9417212603059095,1.3282290668377532,0.7449102656068171,0.6249869205848909,0.8451396883612985,0.9439154546592878,0.9712252798995501
64,2.4150031089150503,1.1386860670323418,0.48824286387428223,0.7146506005582303,0.8643932304131671,0.9419162377164249,1.3199659915596318,0.7353484308331709,0.6165114575734857,0.840849639182686,0.9429737365718565,0.9709113738620906
65,2.40378796459267,1.1334918435251,0.4909725471659321,0.7172827951957573,0.8655046014383382,0.9422282014821365,1.3356008932245467,0.7695911631083232,0.5961075653787361,0.843465522815708,0.9430783718864926,0.9714345505911897
66,2.3936102228889116,1.1252699972147355,0.4971143346999815,0.7189206052562819,0.8665964747717332,0.9424621743970683,1.3248576826164635,0.7511816813854215,0.6192319768111526,0.8463953125048996,0.9440200899988709,0.9713299152453699
67,2.384525720944105,1.1236616218541904,0.4968413663968488,0.7195055373483693,0.866947434106942,0.9427351427327413,1.3196124318654634,0.752806298195399,0.6050015695644895,0.8409542745347426,0.9437061839863584,0.9708067385162708
68,2.377855531289079,1.1212275385707873,0.49649040713136944,0.7212018405586003,0.8675908594695998,0.9428131336300073,1.314328532139352,0.7423354151596444,0.6057340172128697,0.8484880194025857,0.9447525374196096,0.9712252798995501
69,2.3674450945582706,1.1151236345533313,0.5020082670270773,0.7228006551518974,0.8682927780377476,0.9431835906569922,1.3058190841336523,0.7539813001996318,0.6122214084322937,0.8456628650841609,0.945275714167419,0.9712252798995501
70,2.3613526109711205,1.116851486592225,0.49606145687100295,0.7238730307656245,0.868877710167024,0.9432420839275627,1.2913309868607945,0.7274564628547687,0.6330438424468952,0.8469184892215251,0.9450664434757794,0.9712252798995501
71,2.3537109600848702,1.1135279346211544,0.498908126703794,0.7254913429670226,0.8699500857714538,0.9433200748434232,1.3042217316151763,0.7566853566275514,0.6047922990942545,0.8457675004112705,0.94454326672797,0.9714345505911897
72,2.3448389657219457,1.1060218214151956,0.5045039775386055,0.7265832163097148,0.8700280767059089,0.9433980657964727,1.3023146835969583,0.7554361984247541,0.6012346973426175,0.8431516167720118,0.9451710788028889,0.9713299152453699
73,2.340500318767909,1.1112868353629184,0.4964514116641419,0.7264662298801406,0.8705350179379192,0.9435540477676523,1.2816539759589525,0.7186890642700603,0.6227895783600952,0.8489065607921017,0.9462174322610871,0.9712252798995501
74,2.3324728006134725,1.1045934958347123,0.4998050226406195,0.7292739041806234,0.8711394477775661,0.9436515364124778,1.2920365636070814,0.7648768356882454,0.5965261065780312,0.847023124567345,0.9460081615694474,0.9709113738620906
75,2.3219950062643626,1.0947080362495776,0.5084620184523512,0.7314966463704243,0.8720363437748238,0.9441584776537855,1.2800230721780244,0.7344571460212663,0.6183948937982424,0.8523595272041558,0.9467406089901862,0.9712252798995501
76,2.315141564058153,1.0921308460073451,0.5098463578317899,0.7331929496643306,0.8727577601184229,0.9443144595133981,1.2798233652440427,0.7305120550040684,0.6108611491580407,0.8514178090855405,0.9453803494882917,0.9716438212828293
77,2.30807713014885,1.08836164617293,0.5112111994636689,0.7349087506221211,0.8733426922476992,0.9442559663172055,1.2831543294239882,0.7467020589075192,0.6077220887709727,0.8479648426672498,0.9457988908715711,0.9715391859370095
78,2.3024908182048662,1.0923756469227635,0.5065512400747479,0.7334269225048844,0.8742395881984707,0.9446069256059281,1.2731621330772545,0.7141489179248875,0.629381605355675,0.8545568694538984,0.9463220676006702,0.9714345505911897
79,2.295463345516046,1.0829396407497485,0.5130634846822685,0.7367415380001886,0.8748830135518313,0.9448214006710305,1.277879418024673,0.7443741225193419,0.617453175685864,0.853510516001937,0.9468452443297692,0.9715391859370095
80,2.294999303729983,1.0943274862623833,0.5019887693074095,0.7339533614379682,0.8747855248512223,0.9446069256059281,1.2752562056460166,0.7335991451614782,0.6358689967715567,0.8572773884265034,0.9453803494882917,0.9713299152453699
81,2.2819309018365197,1.0806310215246993,0.5131999688036187,0.7385158321541718,0.875584932157168,0.9451528622214906,1.2650932177279153,0.7186713520235954,0.632520665717796,0.8522548918396257,0.9449618081050125,0.9713299152453699
82,2.275660358172946,1.0759973297009806,0.5141163624647608,0.7389642801806924,0.8758384027545788,0.9451918577816906,1.263147750593222,0.7302987113013432,0.6184995293904139,0.8566495763702947,0.9468452443297692,0.9711206445537303
83,2.269753057226676,1.0724304244328988,0.5182108875230999,0.7412065200622694,0.8764818280893449,0.9454843237905454,1.2434858132371647,0.7053218020534147,0.6381709741768982,0.8476509366360272,0.9465313383110201,0.9714345505911897
84,2.2642889424282235,1.0730473463778152,0.5170215254565554,0.7410310404272055,0.8768717828731867,0.9455038215938885,1.2529049851791596,0.7145012715901368,0.6373338916130341,0.8529873392728379,0.9452757141487087,0.9715391859370095
85,2.258025624565728,1.0718179336949343,0.5170215254751499,0.7407775698297947,0.8768912806207463,0.9454063328189014,1.2485032437223638,0.6884507795713356,0.6494715917218963,0.862509155723731,0.9465313382923098,0.9713299152453699
86,2.2554078054138027,1.0730673369444992,0.5140383715210086,0.7429418187955114,0.8773592262925568,0.9453673373795657,1.2493125337480164,0.7051922677450628,0.6444490951287818,0.8658574867837284,0.9463220676006702,0.9715391859370095
87,2.248402317048904,1.0696207350008091,0.51608563409434,0.7433707689722026,0.8781976290750273,0.945952269508842,1.2643433380441285,0.7579964125669064,0.5758083080682868,0.85361515134152,0.9467406089839494,0.9710160092079104
88,2.242450368923175,1.062905453869527,0.5206286070862272,0.745106067649661,0.8786070815785368,0.946147246947249,1.2534447415199093,0.7132448687068935,0.6376477976504936,0.8658574867837284,0.9460081615632107,0.9714345505911897
89,2.2347833829855066,1.057726713521788,0.5230463265796251,0.7467828731495214,0.8786850725687754,0.9461277492275812,1.2392106833468675,0.7060108328883439,0.6329392070886017,0.8580098358597156,0.9463220676006702,0.9717484566286492
90,2.2298706881324244,1.0552796529842192,0.5247231321166744,0.7468998596534735,0.8789580409044484,0.9462447355734802,1.234829742931928,0.6936544930634294,0.6436120123559864,0.8622998850320914,0.9466359736381296,0.9717484566286492
91,2.224556628524597,1.055066791446881,0.5253275619656187,0.7481672126312298,0.8794064888937799,0.9463032287975645,1.245777697552943,0.7232240032261605,0.6250915561708257,0.8522548918458623,0.9465313382985465,0.9717484566286492
92,2.2195579817283546,1.0533305186411648,0.5266339104849804,0.7484206831542625,0.8800889097236654,0.9465761971704265,1.2314457766703137,0.6890398496562147,0.6658993410156077,0.8637647798735688,0.947577691750508,0.9717484566286492
93,2.2162718973522755,1.0550452498950074,0.5213890188459189,0.7495515520571546,0.8802058961160505,0.9464982062173771,1.237092530426775,0.7132819540408087,0.6381709743608824,0.8630323324465934,0.9466359736381296,0.9719577273202888
94,2.21006694406787,1.0511227746107261,0.525171580143195,0.7500974887006091,0.8806543440774903,0.9466736858245494,1.229868128610428,0.7038254332277981,0.6271842630934588,0.859056189311677,0.947577691750508,0.9720623626661086
95,2.2067265381885197,1.0475050234009928,0.5260099828326931,0.7507799095769807,0.8811612852444201,0.9467516768333823,1.2133735304997908,0.6892610670470712,0.6594119495685422,0.8619859790008687,0.9478915977879674,0.9726901747410275
96,2.199266394109552,1.04670834918789,0.5261659647201975,0.7511893620804903,0.8816877241868011,0.9471221338603671,1.2339537233703615,0.7103765044138,0.6404729519689184,0.8682640997251108,0.9460081615632107,0.9720623626661086
97,2.194683233320462,1.0431000520966947,0.5280962408407116,0.7518717828731867,0.8824871314555579,0.947161129262514,1.2250490046431857,0.7066828162148493,0.6488437796282671,0.8674270169710258,0.9479962331337872,0.9723762687035681
98,2.189842099352051,1.0399320793865885,0.5300850101295267,0.753100140365121,0.883306036462577,0.9472781157106825,1.2156227365490082,0.6967086742971312,0.6500994037905784,0.86502040401717,0.9478915977879674,0.9725855393952078
99,2.1867083254739623,1.0431101250399333,0.5271018561660881,0.7525347059834042,0.8827990953235392,0.947434097635376,1.222917736349987,0.7108618017456404,0.6502040391239248,0.8704614419935637,0.9485194098628863,0.9723762687035681
100,2.179840518632037,1.0341851429566637,0.5328926844486039,0.7549914209951646,0.8830525658651663,0.9479995320449844,1.2263558375058319,0.7262748209417547,0.6167207284553462,0.8633462384778161,0.9473684210588683,0.9724809040493879
